"publisherName","gameName","foundedBy","foundedDate"
"Bethesda Softworks LLC","NCAA Basketball: Road to the Final Four 2","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Devolver Digital Inc.","Serious Sam's Bogus Detour","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Devolver Digital Inc.","Serious Sam 4","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Devolver Digital Inc.","Serious Sam VR: The Last Hope","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Devolver Digital Inc.","Noct","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Shinsekai: Into the Depths","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","The Red Strings Club","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Brash Entertainment LLC.","The Tale of Despereaux","http://dbpedia.org/resource/Thomas_Tull",2007-01-01
"Brash Entertainment LLC.","The Tale of Despereaux","http://dbpedia.org/resource/Nicholas_Longano",2007-01-01
"Bethesda Softworks LLC","The Terminator 2029","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Scopely Inc.","The Walking Dead: Road to Survival","http://dbpedia.org/resource/Eytan_Elbaz",2011-01-01
"Scopely Inc.","The Walking Dead: Road to Survival","http://dbpedia.org/resource/Eric_Futoran",2011-01-01
"Bethesda Softworks LLC","PBA Bowling","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","PBA Tour Bowling 2","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","PBA Tour Bowling 2001","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Sword of Sodan","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Skip Barber Racing","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Devolver Digital Inc.","Sludge Life","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Bethesda Softworks LLC","The Terminator: Rampage","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Devolver Digital Inc.","Tentacular","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Electronic Arts Inc.","Amnesia","http://dbpedia.org/resource/Trip_Hawkins",1982-01-01
"Electronic Arts Inc.","Beasts and Bumpkins","http://dbpedia.org/resource/Trip_Hawkins",1982-01-01
"Electronic Arts Inc.","Bejeweled","http://dbpedia.org/resource/Trip_Hawkins",1982-01-01
"Namco Limited","Wrestleball","http://dbpedia.org/resource/Masaya_Nakamura_(businessman)",1955-01-01
"Electronic Arts Inc.","Privateer 2: The Darkening","http://dbpedia.org/resource/Trip_Hawkins",1982-01-01
"Electronic Arts Inc.","Projectyle","http://dbpedia.org/resource/Trip_Hawkins",1982-01-01
